id1	uid1	bw1	ew1	b1	e1	len1	tok1	s1	seq1	gid1	id2	uid2	bw2	ew2	b2	e2	len2	tok2	s2	seq2	gid2	matches	score	ch_match	align_len	matches_percent	w_match	series_b1	series_b2
Shamela0009773-ara1.completed.ms0864	1540268962574576004	55	78	268	376	1426	300	-قال الم تخبري عني وانت ذميمة غداة حسين والرماح شوارع الم ات اقصي ما كرهت ولم اغب علي غداة الروع ما انا صانع	864	-6975711717136266207	Shia003675Vols-ara1.completed.ms0839	134006607164369342	251	274	1218	1327	1457	300	يقول سلي تخبري عني وانت ذميمة غداة حسين والرماح شوارع الم ات اقصي ما كرهت ولم يخل علي غداة الروع ما انا صانع	839	6775594777709934334	102	198.0	79	109	93.5779800415039	20	Shamela0009773-ara1.completed	Shia003675Vols-ara1.completed
Shamela0009773-ara1.completed.ms0864	1540268962574576004	0	33	1	159	1426	300	اخو مروان بن الحكم بن ابي العاص لهام بجنب الطف ادني قرابة من ابن زياد العبد ذي الحسب الوغل سمية امسي نسلها عدد الحصي وبنت رسول الله ليس لها نسل فذكر انه انشد --	864	-6975711717136266207	Shia003675Vols-ara1.completed.ms1696	-975572882656353969	217	248	1137	1284	1440	279	اخو مروان بن الحكم------------- لهام بجنب الطف ادني قرابة من ابن زياد العبد ذي الحسب الوغل سمية امسي نسلها عدد الحصي وبنت رسول الله ليس لها نسل و في ابن الاثير	1696	6775594777709934334	135	248.5	106	160	84.375	27	Shamela0009773-ara1.completed	Shia003675Vols-ara1.completed
Shamela0009773-ara1.completed.ms0871	3837982426731074657	144	230	691	1084	1442	300	علي ومحمد بن عمر بن علي بن ابي طالب وداود بن علي بن عبد الله وسعد بن -----------------ابراهيم بن عب-------د الرحمان بن عوف الزهري وايوب بن سلمة بن عبد الله بن سلمة بن الوليد المخزومي وانه دفعه ابوه اليهم و-----------------------------------كتب يوسف بن عمر فيه---------------------------------------م الي هشام بن عبد الملك وزيد بن علي ومحمد بن عمر يومءذ برصافة هشام يخاصمان عبد الله بن حسن بن حسن بن علي في صدقة علي ووصيته فلما ورد كتاب يوسف علي هشام بعث اليهما فذكر لهما ما كتب به اليه يوسف	871	-6975711717136266207	Shia003675Vols-ara1.completed.ms1317	-4878188505062648437	0	71	1	334	1441	300	علي ومحمد بن عمر بن علي بن ابي طالب وداود بن علي بن عبد الله بن العباس بن عبد المطلب وابراهيم بن سعد بن عبد الرحمن -بن عوف الزهري وايوب بن سلمة بن عبد الله------------------ المخزومي قال وكان هءلاء القوم يومءذ بالشام عند هشام بن عبد الملك فكتب يوسف بن عمر الي هشام بن عبد الملك فخبره بذلك فارسل هشام الي هءلاء القوم فدعاهم و------------------------------------------------------------------------------------------------------------------------------------------ذكر لهم- ما كتب به اليه يوسف	1317	6775594777709934334	186	260.5	142	491	37.881874084472656	35	Shamela0009773-ara1.completed	Shia003675Vols-ara1.completed
Shamela0009773-ara1.completed.ms0894	-6120047862566748232	87	133	423	642	1437	300	اجرنا الله واياك في------------- الحسين بن علي فو الله لءن كان نقصك لقد نقصني ولءن كان اوجعك فلقد اوجعني ولو اني انا الذي وليت امره ثم لم استطع دفع الموت عنه الا بجز اصابعي او بذهاب نواظري -لفديته بذلك------------- وان كان قد ظلمني وقطع رحمي ولا ----	894	-6975711717136266207	Shia003675Vols-ara1.completed.ms0865	-3104686533404286806	218	266	1043	1281	1439	300	اجرنا الله واياك في ابي عبد الله الحسين بن علي فو الله لءن كان نفعك فقد نفعني ولءن كان اوجعك ف-قد اوجعني ولو كنت انا المتولي لقتله لما قتلته ولدفع------ت عنه القتل ولو كان---- بذهاب ن-اظري ولفديته بجميع ما ملكت يدي وان كان قد ظلمني وقطع رحمي ونازعني	865	6775594777709934334	158	240.0	122	250	63.20000076293945	24	Shamela0009773-ara1.completed	Shia003675Vols-ara1.completed
Shamela0009773-ara1.completed.ms0896	-7352641823603167388	175	221	931	1169	1540	300	فاذا اجتمعت الامة علي رجل----- دخلنا معهم فيما دخلوا فيه وهذا مذهب -----------------------------------------------------------------------------------------------------صاحبنا ونحن معه عليه وله صحبن---------------اه فوقع ابن الزبير في ابن الحنفية وتنقصه وقال وا-------------لله ما صاحبكم بمرضي ل------لدين ولا محمود الراي ولا راجح العقل ولا لهذا الامر باه----ل فقام عبد الله-------------------- بن هانء	896	-6975711717136266207	Shia003675Vols-ara1.completed.ms0950	1075656352910628709	13	86	62	413	1475	300	فاذا اجتمعت الامة علي رجل واحد دخلنا----- فيما دخل-- فيه الناس قال فقال عبد الله بن الزبير فانا لا افارقكم او تبايعوا طاءعين او مكرهين قالوا فاننا لا نبايع ابدا او نري صا------------------------حبنا هذا قد بايع قال فغضب ابن الزبير ثم --------------------قال ومن صاحبكم فو الله ما صاحبكم هذا برضي في الدين ولا محمود الراي ولا راجح العقل ولا لهذا الامر باهل قال فقال له رجل من القوم يقال له معاذ بن هانء	950	6775594777709934334	157	200.5	123	402	39.054725646972656	22	Shamela0009773-ara1.completed	Shia003675Vols-ara1.completed
Shamela0009773-ara1.completed.ms0901	2177742197835707306	80	142	417	718	1523	300	-بن الزبير فقال له ابن الحنفية بءسا لاخيك ما الحه في-- اسخاط الله واغفله عن ذات الله و ايضا قال ابن الحنفية في خطبة خطبها لاصحابه انه بلغني ان هذا العدو الذي قربت داره وساء جواره واشتدت ضغينته يريد ان يثور الينا بمكاننا هذا من يومنا هذا وقد اذنت لمن احب الانصراف عنا في ذلك فانه لا ذمام عليه منا ولا لوم	901	-6975711717136266207	Shia003675Vols-ara1.completed.ms1735	6213707749919323508	47	78	217	372	1426	294	ابن الاثير فقال--- ابن الحنفية بءسا لاخيك ما الجه فيما اسخ-ط الله واغفله عن ذات الله --------عن ابن الاثير وبالاصل-------------------------------------------------------------------------------------- يثور الينا ابن الاثير--------------------------------------------------- فانه لا ذمام عليه منا ولا لوم	1735	6775594777709934334	126	175.5	97	304	41.44736862182617	21	Shamela0009773-ara1.completed	Shia003675Vols-ara1.completed
Shamela0009773-ara1.completed.ms0903	3728055109490016608	47	90	254	458	1497	300	الي الطاءف فقام ابن عباس ف-دخل علي ابن الز--------بير فقال ----------له ما ينقضي --عجبي من تنزي--------------ك علي بني عبد المطلب تخرجهم من حرم الله---------------------------------------- وهم والله اولي به واعظم---- نصيبا فيه منك---------- ان عواقب الظلم لترد الي وبا--------ل فقال--- ابن الزبير ما منك	903	-6975711717136266207	Shia003675Vols-ara1.completed.ms1021	1569088052231150726	53	112	256	548	1441	300	الي الطاءف فاقبل مغضبا حتي دخل علي عبد الله بن الزبير فقال يا هذا والله ما ينفعني تعجبي منك ومن اءتزازك وجراتك علي بني عبد المطلب تخرجهم من حرم الله وحرم رسوله محمد صلي الله عليه واله وسلم وهم بالحرم------- واعظم فيه نصيبا ----منك اما والله ان عواقب الظلم لترد الي مساءة وندامة فقال له ابن الزبير يا بن -	1021	6775594777709934334	156	197.0	122	304	51.31578826904297	22	Shamela0009773-ara1.completed	Shia003675Vols-ara1.completed
Shamela0009773-ara1.completed.ms1011	-9069837604017164505	261	300	1198	1382	1382	300	وكتب نصر الي يزيد بن عمر بن هبيرة عام---------------------------ل مروان----------------------------------------------------------------------------- علي العراق حين ظهرت المسودة---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- ابلغ يزيد وخير القول اصدقه وقد تيقنت ان لا خير في الكذب بان خراسان ارض قد رايت بها بيضا لو افرخ- قد حدثت بالعجب	1011	-6975711717136266207	Shia003675Vols-ara1.completed.ms1348	3223540987359781850	87	191	422	915	1438	300	وكتب---- الي يزيد بن عمر بن هبيرة وهو يومءذ بواب في العراق من قبل مروان بن محمد اما بعد فان البيعة واحدة وقد علمت ما انا فيه من حرب الكرماني وقد خرج علي ايضا من ابناء السراجين من لا يعرف له دين وقد اجتمع اليه نفر من اهل خراسان من شيعة ولد العباس فانشدك بالله ان تضيع بلاد خراسان فقد مضي الامر من ايدي بني امية واريد منك ان تمدني بالف عمامة شامية والسلام ثم انشد اسفل كتابه هذه الابيات ابلغ اليك وخير القول اصدقه وقد تبينت ان لا خير في الكذب هذي خراسان ارض قد رايت بها بيضا لو افرخت قد حدثت بالعجب	1348	6775594777709934334	147	226.5	112	497	29.577465057373047	28	Shamela0009773-ara1.completed	Shia003675Vols-ara1.completed
Shamela0009773-ara1.completed.ms1011	-9069837604017164505	189	248	866	1138	1382	300	---سيار ابلغ ربيعة في مرو وذا يمن ان اغضبوا قبل ان لا ينفع الغض-----------------------------------------------------------ب ما بالكم تنشبون الحرب بينكم كان اهل الحجي عن رايكم غيب وتتركون عدوا قد احاط بكم ممن تاشب لا دين ولا حسب لا عرب مثلكم في الناس نعرفهم ولا صريح --موال ان- هم نسبوا من كان يسالني --------------------------------------------------------عن اصل دينهم فان دينهم ان تهلك العرب	1011	-6975711717136266207	Shia003675Vols-ara1.completed.ms1350	9162845434899470014	89	167	431	818	1463	300	الابيات ابلغ ربيعة في مرو واخوتها فلي-غضبوا قبل ان لا ينفع الغضب ولينصبوا الحرب ان القوم قد نصبت حربا يحرق من حافاتها الحطب ما بالكم تلحقون الحرب بينكم كان اهل الحجي عن فعلكم غيب وتتركون عدوا قد اظل---كم ممن تاشب لا دين ولا حسب ليسوا الي غيره منا ف--نعرفهم ولا صميم الموالي اذ هم نسبوا قوما يدينون دينا ما سمعت به عن الرسول ولم تنزل به الكتب فمن يكن ساءلا عن اصل دينهم فان دينهم ان تقتل العرب	1350	6775594777709934334	207	342.0	160	393	52.671756744384766	36	Shamela0009773-ara1.completed	Shia003675Vols-ara1.completed
Shamela0009773-ara1.completed.ms1033	-8500664638166570392	89	145	433	713	1503	300	ما علمنا ان لرسول الله صلي الله عليه وسلم قرابة يرثونه الا-------- بني امية حتي وليتم فقال------------------------------------------------------------------------------------------ ابراهيم بن --مهاجر----- ايها الناس اسمعوا اخبركم عجبا زاد علي كل --عجب عجبا من عبد شمس انهم فتحوا للناس ابواب الكذب ورثوا احمد فيما زعموا دون عباس بن عبد المطلب كذبوا والله --ما نعلمه يحرز الميراث الا من قرب	1033	-6975711717136266207	Shia003675Vols-ara1.completed.ms1368	5145992590708350808	207	286	1040	1428	1495	300	ما علموا ان -رسول الله صلي الله عليه وسلم له ذرية ولا اهل بيت غ ير بني امية حتي وليتم انتم هذا الامر قال فتبسم ابو العباس تعجبا من جهل اهل الشام ولم يءاخذهم بشء من امروهم قال فانشا ابراهيم بن المهاجر يقول ايها الناس اسمعوا اخبركم عجبا زاد علي كل العجب عجبا من عبد شمس انهم فتحوا للناس ابواب الكذب ورثوا احمد فيما زعموا دون عباس بن عبد المطلب كذبوا والله فيما ادعوا يحرز الميراث الا من قرب	1368	6775594777709934334	254	439.0	200	389	65.2956314086914	46	Shamela0009773-ara1.completed	Shia003675Vols-ara1.completed
Shamela0009773-ara1.completed.ms1036	6493494709907359604	165	213	808	1041	1479	300	ان الخيار من البرية هاشم وبنو امية ارذل الاشرار وبنو امية عودهم من خروع ولهاشم في المجد عود نضار اما الدعاة الي الجنان فهاشم وبنو امية من دعاه النار---- فلم يصله----------- بشء فقا--------------------------------------ل يا ليت جور بني مروان عاد لنا وان عدل بني العباس في النار وقال ابو -	1036	-6975711717136266207	Shia003675Vols-ara1.completed.ms1367	-8526653002651264187	6	64	37	321	1466	300	ان الخيار من البرية هاشم -بنو امية ارذل الاشرار وبنو امية عودهم من خروع ولهاشم في المجد عود نضار اما الدعاة الي الجنان فهاشم وبنو امية من دعاة النار قال فلم يصله ابو العباس بشء وقال هذا الشعر لغيره فخرج من عنده وهو يقول يا ليت جور بني مروان عاد-لنا وان عدل ابي العباس في النار -قال فبلغ	1367	6775594777709934334	223	393.5	177	287	77.70034790039062	40	Shamela0009773-ara1.completed	Shia003675Vols-ara1.completed
Shamela0009773-ara1.completed.ms1134	6128788883243874168	110	188	541	927	1502	300	-قوله رددت مالي ولم تبخل علي به وقبل ردك مالي ما حقنت دمي ففزت منك وما استحققتها بيد هي الحياتان من موت ومن عدم ومن قوله فلو وزنت بحلمك هضب رضوي لخف بحلمك الجبل الصلود مننت ولو تشاء اذا اسالت يداك دمي وقد قطع الوريد وقوله بعد ابيات و------------------------------------------------------------------------------------------------------------------------------------------------------------------------------عفوت عمن لم يكن عن مثله عفو ولم يشفع اليك بشافع الا العلو عن العقوبة بعد ما ظفرت يداك بمستكين خاضع ورحمت اولادا كافراخ القطا وعويل باكية كقوس النازع واما	1134	-6975711717136266207	Shia003675Vols-ara1.completed.ms1441	-7702880738234993220	148	217	740	1074	1482	300	يقول- رددت مالي ولم تضنن علي به وقبل ردك مالي قد حقنت دمي ف------------------------------------------------------------------------------------------------------------------------------------------------------------------------------ان جحدتك ما اوليت من كرم اني ابا للوم اولي منك بالكرم قال ثم انه انشا ايضا ان الذي خلق الفضاءل كلها في صلب ادم للامام السابع ملءت قلوب الناس منك مهابة فتظل تكلءهم بقلب خاشع فعفوت عمن لم يكن عن مثله عفو ولم يشفع اليك بشاف---------------------------------------------------ع ورحمت اطفالا كافراخ القطا وعويل عانسة كقوس النازع وفي -	1441	6775594777709934334	145	84.0	113	561	25.846702575683594	25	Shamela0009773-ara1.completed	Shia003675Vols-ara1.completed
Shamela0009773-ara1.completed.ms1207	-5206175029266789379	0	26	1	142	1518	300	حشينا الغيظ حتي لو سقينا دماء بني امية ما روي--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------نا لقد ضاعت رعيتكم وانتم تصيدون الارانب غافلينا فقال---- معاوية -----ما ترك ابن همام شيءا -----------عيرنا بالسخينة	1207	-6975711717136266207	Shia003675Vols-ara1.completed.ms0745	556685986317098103	120	181	628	971	1592	300	حثينا الخيط حتي لو سقينا دماء بني امية ما روينا ضعوا كلبا علي الاعناق منا وسرحكم اصاغر ورثونا هبونا لا نريدكم بسوء ولا نعصيكم ما تامرونا فاولوا بالسداد فقد بقينا لحلفكم عنادا مفترينا بنيت ملككم فاذا اردتم بنا الصلعاء قلتم محسنينا لقد ضاعت رعيتكم وانتم تصيدون الارانب غافلينا فبلغ ذلك معاوية فقال ما ترك ابن همام شيءا ذكر الحرم وعيرنا بالسخينة	745	6775594777709934334	135	237.5	109	343	39.35860061645508	20	Shamela0009773-ara1.completed	Shia003675Vols-ara1.completed
Shamela0009773-ara1.completed.ms1237	-970237536624826984	218	298	1067	1461	1469	300	قال -كتب معاوية الي عبد الله بن عباس اما بعد فانكم--- معشر بني هاشم لستم الي احد بالمساءة اسرع م---------نكم الي انصار عثمان فان يك- ذلك لسلطان بني امية فقد وليها بنو تيم وعدي فاظهرتم الطاعة وقد وقع من الامر ما تري معما كان من وقعة البصرة التي لم يخف عليك ما كان فيها من عظيم المصاءب وذهاب طلحة والزبير واخذ هذه الحرب م-نا ومنكم حتي استوينا فيه--------------------------------------------------------------------------ا وقد رجونا غير الذي كان وخشينا دون الذي وقع ولستم بلاقي-نا اليوم	1237	-6975711717136266207	Shia003675Vols-ara1.completed.ms0610	-5501426987028155388	58	134	271	645	1457	300	قال فكتب معاوية الي ا--------بن عباس اما بعد فانكم يا معشر بني هاشم لستم الي احد--------- اسرع بالاساءة منكم الي انصار عثمان فان يكن ذلك لسلطان بني امية فقد ورثتها--- تيم وعدي قبل بني امي--ة وقد وقع من الامر ما تري وادالت-------------------------------------------------------------------------------------- هذه الحروف منا ومنكم حتي استوينا فيها والذي اطمعكم فينا هو الذي اطمعنا فيكم و الذي ايسنا منكم هو الذي ايسكم منا وقد رجونا غير الذي كان وخشينا دون ما --وقع ولستم تلاقوننا اليوم	610	6775594777709934334	255	406.5	199	484	52.685951232910156	45	Shamela0009773-ara1.completed	Shia003675Vols-ara1.completed
Shamela0009773-ara1.completed.ms1238	-1310303671872690851	1	156	6	783	1499	300	---امس ولا غدا باحد من حدكم اليوم وقد منعنا بما كان منا الشام ومنعتم بما كان منكم العراق ف----------------اتقوا الله في قريش فانما بقي من--------- رجالها سبعة نفر رجلان بالشام --------------------ورجلان بالعراق--------- وثلاثة بالحجاز فاما الذي بالحجاز فسعد بن ابي وقاص وسعيد بن زيد وعبد الله بن عمر واما اللذان بالشام فانا وعمرو واما اللذان بالعراق فعلي وانت ومن السبع-----ة رجلان ناصبان------------- ورجلان مدبران وثلاثة وقوف عنا وعنك وانت راس هذا الجمع اليوم------ ولو بايع الناس لك بعد عثمان -كنا الي-----ك اسرع منا الي علي--------------------- والسلام---- ------------------فلما قرا ابن عباس كتابه ضحك- ثم قال حتي متي يخطب الي معاوية عقلي واجمجم له ع---ما في نفسي ثم كتب----- بسم الله الرحمن الرحيم من عبد الله ابن عباس الي معاوية بن ابي سفيان اما بعد فقد اتاني كتابك ف------------------اما ما ذ-كرت من سرعتنا الي انصار عثمان ب---------سلطان بني امية ف-------قد ادركت حاجتك --بعثمان لقد استنصرك فلم تنصره حتي صرت الي ما صرت اليه وبيني وبينك------- في ذلك	1238	-6975711717136266207	Shia003675Vols-ara1.completed.ms0610	-5501426987028155388	138	300	661	1457	1457	300	بالامس ولا غدا الا بمثل الي----وم وقد منعنا بما كان منا الشام ومنعتم بما كان منكم العراق فابقوا علي قريش واتقوا الله ربكم--- فانما بقي من قريش ستة رجال----------- رجلان بالشام انا وعمرو بن العاص و رجلان بالعراق علي وانت ورجلان بالحجاز -------------------سعد بن ابي وقاص------------- وعبد الله بن عمر------------------------------------------------------------ ومن هءلاء الستة رجلان ناصبان لك ولابن عمك ورجلان واقفان عليكم سعد وابن عمر و--انت راس هذا الجمع بعد ابن عمك ولو بايع الناس لك بعد عثمان لكنا الي طاعتك اسرع منا الي علي فرايك فيما كتبت اليك والسلام قال فلما انتهي كتاب معاوية الي ابن عباس تبسم ضاحكا ثم قال الي كم- يخطب الي معاوية عقلي وحتي متي احجم ما في نفسي ثم كتب اليه بسم الله الرحمن الرحيم--------------------------------------------- اما بعد فقد اتاني كتابك وفهمت ما سطرت فيه فاما ما انكرت من سرعتنا الي انصار عثمان بالمساءة وسلطان بني امية فلعمري لقد ادركت حاجتك في عثمان حين استنصرك فلم تنصره حتي صرت الي ما صرت اليه ------وبينك و بينه في ذلك	610	6775594777709934334	526	746.0	411	960	54.79166793823242	82	Shamela0009773-ara1.completed	Shia003675Vols-ara1.completed
Shamela0009773-ara1.completed.ms1238	-1310303671872690851	179	295	911	1477	1499	300	واما قولك ----لم يبق من----- قريش غير سبعة نفر فما اكثر رجالها واحسن بقيتها بحمد الله ونعمته وقد قاتلك من خيارها من قات------------------------لك واما اغراءك اياي بتيم وعدي فابو بكر وعمر خير من عثمان كما ان عثمان خير منك وماذا تقيس به نفسك بابي بكر وعمر واما قولك انا لن نلقاكم بمثل ما لقيناكم به بالامس فقد بقي لك منا يوم ينسيك ما---- قبله ويخيفك ما----- بعده واما قولك انه لو بايعني الناس استقمت ل-------ي فقد بايعوا---- عليا ----------------------------------------------------------------وهو خير مني فلم تستقم له وان-- الخلافة لا تصلح الا لمن كان في- الشوري ممن سماه عمر فما انت والخلافة يا معاوية وانت طليق الاسلام وابن ------راس الاحزاب وابن اكلة الاكباد-------- فلما اتي معاوية كتابه --------------------قراه علي ---------	1238	-6975711717136266207	Shia003675Vols-ara1.completed.ms0611	8980468936709882605	24	134	113	642	1456	300	واما قولك انه لم يبق من رجال قريش الا ستة رجال فما اكثر رجالها واحسن بقيتها----------------- وقد قاتلك من خيارها من قاتلك و لم يخذلنا الا من خذلك واما ذكر--ك الحرب ف--------------------------------------------------------------------------------------------------------------------------------------------قد بقي لك منا ما- ينسيك ما كان قبله و تخاف ما يكون بعده واما قولك اني لو بايعني الناس لاسرعت الي طاعتي فقد بايع الناس عليا وهو اخو رسول الله صلي الله عليه واله وسلم وابن عمه ووصيه ووزيره وهو خير مني فلم تستقم له وانما الخلافة------------ لمن كانت له الشوري واما------------ انت ---فليس لك فيها حق لانك طليق-------- وابن طليق وراس الاحزاب وابن اكلة الاكباد والسلام فلما انتهي----- كتاب ابن عباس الي معاوية وقراه قال هذا فعلي	611	6775594777709934334	302	390.0	233	729	41.426612854003906	44	Shamela0009773-ara1.completed	Shia003675Vols-ara1.completed
Shamela0009773-ara1.completed.ms1246	466397411963107814	87	157	439	774	1473	300	الوليد بن عقبة وهو ي---قول يقول لنا معاوية بن حرب اما فيكم لو-تركم طلوب يشد علي ابي حسن علي باسمر لا تهجنه الكع-------------------------------------------وب فقلت له اتلعب يا ابن هند كانك بيننا رجل غريب اتامرنا بحية بطن واد اذا نكزت فليس لها طبيب---------------------------------------------------------------------------------------------------------------------------------- كان القوم لما عاينوه خلال النقع ليس لهم قلوب لعمر ابي معاوية بن حرب وراي المرء يخطء او يصيب لقد ناداه في الهيجا علي فاسمعه ولكن لا يجيب	1246	-6975711717136266207	Shia003675Vols-ara1.completed.ms0584	-3260496551436068024	71	177	360	869	1481	300	الوليد بن عقبة في ذلك يقول يقول لنا معاوية بن حرب اما فيكم لواتركم طليب يشد علي ابي حسن علي باسمر لا يهجنه الكعوب فيهتك مجمع اللبات منه ونقع الموت مطرد يثوب فقلت له اتلعب يا -بن حرب كانك بيننا رجل غريب اتامرنا بحية بطن واد اذا نهشت فليس لها طبيب وما ضبع يدب ببطن واد اتيح له به اسد مهيب باضعف حيلة منا اذا ما لقيناه وذا منا عجيب دعا في الحرب للهيجا رجالا تكاد قلوبهم منه تذوب كان القوم لما عاينوه خلال النقع ليس لهم قلوب لعمر ابي معاوية بن صخر وما ظني بملحقه العيو--ب لقد ناداه في الهيجا علي فاسمعه ولكن لا يجيب	584	6775594777709934334	299	545.0	234	512	58.3984375	54	Shamela0009773-ara1.completed	Shia003675Vols-ara1.completed
Shamela0009773-ara1.completed.ms1271	-1589892390220859450	135	236	666	1178	1505	300	--وقال جاء البريد بقرطاس يخب به فاوجس القلب من قرطاسه فزعا قلنا لك الويل ماذا في كتابكم قال الخليفة امسي مثبتا وجعا فمادت---- الارض او كادت تميد بنا كان اغبر-- من اركانه- انقلعا ثم انبعثنا علي خوص مزممة نرمي الفجاج بها لا ناتلي سرعا وم--ا نبالي اذا بلغن ارحلنا ما مات منهن بالبيداء او ظل---------------------------------------------------------------------------------------------------------عا من لا تز----ل نفسه تشفي علي تلف توشك مقادير تلك النفس ان تقعا لما انتهينا وباب الدار منصفق لصوت رملة ريع القلب فانصدعا ثم ارعوي القلب شيءا بعد طيرته والنفس تعلم ان قد اثبتت جزعا اودي ابن هند واودي المجد يتبعه كانا جميعا خليطا قاطنين معا	1271	-6975711717136266207	Shia003675Vols-ara1.completed.ms0766	7649565198337006050	142	252	746	1306	1553	300	يقو--ل جاء البريد بقرطاس يحث به فاوجس القلب من قرطاسه فزعا قلنا لك الويل ماذا في كتابكم قال الخليفة امسي مدنفا وجعا -مادت بنا الارض او كادت تميد بنا كانما العز من اركانها انقطعا انا ن--سير علي جرد مسومة يغشي العجاج بنا والنجم ما طلعا لسنا نبالي اذا بلغن ارحلنا ها مات منهن بالبيداء او ظلعا حتي دفنا لخير الناس كلهم وخيرهم منتمي جدا ومضطجعا اعز ابلج يستقي الغمام به لو صارع الناس عن احلامهم صرعا من لا تزال له نفس------ علي شرف -وشد مقدا-ر تلك النفس ان تقعا لما انتهينا وباب الدار منصفق وصوت رملة راع القلب فانصد-----------------------------------------------------------عا اودي ابن هند فاودي المجد يتبعه كانا يكونان دهرا قاطعين معا	766	6775594777709934334	379	639.5	297	632	59.968353271484375	56	Shamela0009773-ara1.completed	Shia003675Vols-ara1.completed
Shamela0009773-ara1.completed.ms1272	-7772579351645494643	153	201	755	980	1493	300	ان معاوية كان عبدا من عبيد الله انعم----- عليه ثم قبضه اليه وهو خير ممن بع----ده ودون م-----ن قبله ولا ازكيه علي الله فهو اعلم------- فان عفا عنه فبرحمته وان عاقبه فبذنبه ولن اني----------------------------- عن طلب و---لا اعتذر من تفريط وعلي رسلكم اذا اراد الله شيءا كان وحدثني -	1272	-6975711717136266207	Shia003675Vols-ara1.completed.ms0768	4140745328430330360	55	115	274	549	1490	300	ان معاوية كان عبدا من عباد الله انعم الله عليه ثم قبضه اليه وهو خير ممن كان بعده ودون ممن كان قبله ولا ازكيه علي الله -هو اعلم به مني فان عفا عنه فبرحمته وان عاقبة فبذنبه وقد وليت هذا الامر من بعده ولست اقصر عن طلب حق ولا اع-ذر من تفريط في باطل ف--اذا اراد الله شيءا كان والسلام	768	6775594777709934334	197	320.0	152	279	70.60932159423828	34	Shamela0009773-ara1.completed	Shia003675Vols-ara1.completed
Shamela0009773-ara1.completed.ms1273	-6947528618263662293	116	214	619	1111	1513	300	--الاحوص يا ايها الرجل الموكل بالصبا وصبا الكبير--- اذا صبا تضليل قدم لنفسك قبل يومك صالحا واعمل فليس الي الخلود سبيل ان الحمام لطالب لك لا-حق والموت ربع اقامة محلول لا بد من يوم لكل معمر فيه لعدة عمره تكميل ---والناس ارسال الي امد لهم يمضي لهم جيل ويخلف جيل ان امر-ا امن الزمان وقد راي غير الزمان وريبه لجهول اين- ابن هند وهو فيه-- عبرة افما اقتديت بمن له معقول ملك تدين له الملوك مبارك كادت لمهلكه الجبال تزول تجبي له بلخ ودجله كلها وله الفرات وما سقي والنيل والشام اجمع داره فبكله تلفي كتاءب جم---ة وخيول	1273	-6975711717136266207	Shia003675Vols-ara1.completed.ms0764	1189092301093111170	193	294	958	1455	1481	300	يقول---- يا ايها الرجل المرحل بالضني وهو- الكبير له اذا تظ----ليل قدم لنفسك قبل موتك صالحا واعلم فليس الي الخلود سبيل ان الحمام لطالب لك لا حق والموت ربع مقامه محلول لا بد من يوم لكل معمر فيه لعده عليه بل ترحيل والناس ارسال الي امد لهم يمضي لهم جيل ويخلف جيل ان امرءا امن الزمان وقد راي غير الزمان وزي-ه لجهول اودي ابن هند وهو في ذي عبرة ا-ما اعتبرت لمن به معقول ملك تدين له الملوك مبارك كادت لمهلكه الجبال تزول تجبي له بلخ ودجلة كلها وله الفرات وما سقي والنيل والشام اجمعها له وبلادها فيها قباءل دجلة وخيول	764	6775594777709934334	426	761.0	334	508	83.85826873779297	69	Shamela0009773-ara1.completed	Shia003675Vols-ara1.completed
Shamela0009773-ara1.completed.ms1273	-6947528618263662293	75	115	404	614	1513	300	-ايمن بن خريم بن فاتك الاسدي---------------------- رمي المقدار نسوة ال حرب بحادثة سمدن لها سمودا فرد شعورهن السود بيضا ورد خدودهن البيض سودا فانك لو سمعت بكاء هند ورملة اذ يلطمن الخدودا بكيت بكاء موجعة بحزن اصاب الدهر واحدها الفريدا	1273	-6975711717136266207	Shia003675Vols-ara1.completed.ms0766	7649565198337006050	27	70	144	368	1553	300	وايمن بن خريم-------- الاسدي بين يدي يزيد وهو يقول رمي الحدثان نسوة ال حرب بمقدار سمدن له- سمودا فرد شعورهن السود بيضا ورد وجوههن البيض سودا فانك لو سمعت بكاء هند ورملة اذ يلطمن الخدودا بكيت بكاء موجعة بحزن اصاب الدهر واحدها الفريدا	766	6775594777709934334	190	338.5	152	233	81.5450668334961	32	Shamela0009773-ara1.completed	Shia003675Vols-ara1.completed
